994557560621353_1696846390392463,"～～～6/15警察節～～～
耶！屬於我們的節日，
祝全國警察同仁們“警察節快樂”，
感謝大家24小時的為民服務、打擊犯罪、指揮交通…
也感謝替我們加油的居民朋友：）雖然是[警察節]，但我們還是照常營業喔，
若有需要幫忙還是歡迎來電07-6161402岡山分局燕巢分駐所關心您～",20170614,11,0,1

994557560621353_1663510490392720,就是明天～警察局長親臨永安區近距離聆聽居民聲音、請居民撥空參加～,20170515,3,0,0

994557560621353_1657234627686973,"萬安40號演習
5月11日下午1：30分、請各位居民注意。",20170509,10,0,0

994557560621353_1652109581532811,請注意5月11日13時30分萬安演習,20170504,3,0,0

994557560621353_1597986690278434,"最新更新：
迷失老人已聯絡上家屬平安返回住處了、感謝安招里長、瓊林里長、農會長官、熱心協尋的各位鄉親朋友、感謝大家熱心前往幫忙、讓迷失老人能安全返家。但警方還是要呼籲一下：家屬一定要多注意家中年長者的動態、避免年長者獨自外出容易發生危險。岡山分局燕巢分駐所關心您～協尋迷失老人
請大家幫忙找一下老先生的家人、
老先生目前人在安招農會由警方陪同
年約80多歲、著白上衣長袖、藍色長褲
若有人認識麻煩播打燕巢分駐所電話07-6161402",20170322,19,0,0

994557560621353_1597457383664698,要返鄉掃墓的駕駛朋友，可多加利用國道收費優惠日期，提前掃墓避開車潮，另外清明節掃墓若遇員警交通管制，請記得依警察人員指示行駛，避免交通阻塞耽誤行車時間。,20170321,3,0,0

994557560621353_1580588702018233,"水電工改造槍枝遭查獲！
水電工改造槍枝遭查獲！
水電工改造槍枝遭查獲！",20170306,58,11,1

994557560621353_1573798212697282,"刷油漆露陷……以為神不知鬼不覺、其實已經被我們發現了。小偷別在自以為聰明了、
燕巢所依法將其移送法辦。",20170227,289,2,4

994557560621353_1573722039371566,"刷油漆露餡......以為神不知鬼不覺，其實你已經被發現了!小偷別再自以為聰明了，
刷掉車邊字體警方還是會將你查緝到案，
乖乖就逮吧~~~",20170226,32,1,0

