222334021260158_790712711088950,"《投資靈骨塔詐騙》
不肖業者常以投資為由，推銷靈骨塔買賣，並以「可獲利數倍」等話術誘騙民眾買賣，並收取手續費牟利，結果造成民眾受騙財損且多遭套牢。因此建議民眾，靈骨塔仲介買賣，不要以投資獲利的心態購買，並應確認是否為政府立案的合法業者，不任意交付財物，小心查證才能避免受害。(資料來源：165反詐騙宣導)
#青春專案反詐騙",20170813,18,1,0

222334021260158_785008178326070,"接到來電這樣說👂：
→內部作業疏失，誤將您先前的訂單設成分期付款（批發商、團購）……
→請您提供常用之銀行或郵局金融卡背面的客服電話……
→要求操作ATM解除設定，時間過晚上12點就會開始扣款……上面這些都是詐騙集團常用的話術，千萬別去操作ATM#青春專案反詐騙",20170802,15,0,1

222334021260158_780447845448770,"遠離霸凌 勇敢說不
1、守護校園、遠離霸凌；關懷校園霸凌，勇敢說出來。
2、霸凌弱小同學，不是英勇的行為，是可恥的舉止。
3、學生有守護校園安全的義務及反制霸凌的正義感。
4、守護優質校園不易，勇敢向霸凌侵害宣戰。……高雄市政府警察局前鎮分局關心您……圖片來源：教育部",20170724,40,1,1

222334021260158_780410298785858,近期多起假冒機關詐騙，警方呼籲公務機關不會要求民眾領錢交付或匯款，也沒有所謂的「監管帳戶」，更不會要求民眾當面交付金錢給檢警，只要在電話中提到人頭帳戶、身分冒用、健保局催繳健保費等關鍵字，就要提高警覺，有任何與詐騙相關的問題，都歡迎撥打165反詐騙諮詢專線查證。#青春專案反詐騙宣導,20170724,26,0,0

222334021260158_780395682120653,"#網路直播拍賣 最近正夯，越來越多民眾加入FB直播拍賣行列，詐騙集團亦潛入網路直播賣場進行詐騙，#有些詐騙集團假扮網路直播賣場，在民眾得標匯款後人間蒸發；有些則是觀察拍賣得標買家帳號後，將顯示圖片及名稱更換成商家名稱，#以助理的名義私訊買家變更匯款方式或匯款帳號，俟被害人付款後再封鎖帳號，讓被害人所求無門。大家一起念一遍順口溜，慎防網路直播拍賣詐騙！",20170724,19,0,1

222334021260158_777039559122932,"本分局為感謝君毅郵局行員王怡菁及時關懷提問，協助警方防止民眾遭詐騙案，特於今(18日)頒發感謝狀以資鼓勵。#青春專案反詐騙
#警民合作
#共同打詐",20170718,90,4,1

222334021260158_777011365792418,汽機車如何安全通過輕軌共用路口,20170718,207,36,1

222334021260158_776583045835250,"你不一定有看過神力女超人
但你一定要看【神力謝謝姊】
#謝謝鴿
#謝謝姊
#謝謝老天鵝
#打擊毒害我雄厲害
#CJPD
YouTube高清畫質版：https://youtu.be/kdRm13j7Q8w",20170717,151,31,3

222334021260158_772929259533962,"請勿到公告禁止戲水或危險海域戲水！
避免溺水發生#青春專案防溺水海報資料來源：教育部",20170711,20,4,0

222334021260158_769892823170939,https://www.facebook.com/kmphyoung/posts/678383069020942,20170705,38,0,3

